m,TagName,
"2012-10-01 00:00:00","ruby","2250"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3178"
"2012-11-01 00:00:00","c#","12190"
"2012-11-01 00:00:00","c++","6246"
"2012-11-01 00:00:00","delphi","441"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13525"
"2012-11-01 00:00:00","javascript","12288"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11698"
"2012-11-01 00:00:00","python","6378"
"2012-11-01 00:00:00","r","1344"
"2012-11-01 00:00:00","ruby","2125"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","260"
"2012-12-01 00:00:00","c","2555"
"2012-12-01 00:00:00","c#","10897"
"2012-12-01 00:00:00","c++","5667"
"2012-12-01 00:00:00","delphi","426"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12348"
"2012-12-01 00:00:00","javascript","11698"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10976"
"2012-12-01 00:00:00","python","5731"
"2012-12-01 00:00:00","r","1209"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","291"
"2013-01-01 00:00:00","c","2892"
"2013-01-01 00:00:00","c#","12701"
"2013-01-01 00:00:00","c++","6009"
"2013-01-01 00:00:00","delphi","479"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13638"
"2013-01-01 00:00:00","javascript","13734"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12793"
"2013-01-01 00:00:00","python","6540"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2295"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3083"
"2013-02-01 00:00:00","c#","12439"
"2013-02-01 00:00:00","c++","6037"
"2013-02-01 00:00:00","delphi","444"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13612"
"2013-02-01 00:00:00","javascript","13573"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12447"
"2013-02-01 00:00:00","python","6706"
"2013-02-01 00:00:00","r","1655"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3413"
"2013-03-01 00:00:00","c#","14187"
"2013-03-01 00:00:00","c++","7150"
"2013-03-01 00:00:00","delphi","521"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15822"
"2013-03-01 00:00:00","javascript","15215"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","14008"
"2013-03-01 00:00:00","python","7583"
"2013-03-01 00:00:00","r","1839"
"2013-03-01 00:00:00","ruby","2549"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","329"
"2013-04-01 00:00:00","c","3514"
"2013-04-01 00:00:00","c#","13813"
"2013-04-01 00:00:00","c++","7082"
"2013-04-01 00:00:00","delphi","507"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16107"
"2013-04-01 00:00:00","javascript","15232"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13306"
"2013-04-01 00:00:00","python","7896"
"2013-04-01 00:00:00","r","1829"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c","3180"
"2013-05-01 00:00:00","c#","13372"
"2013-05-01 00:00:00","c++","6794"
"2013-05-01 00:00:00","delphi","527"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15142"
"2013-05-01 00:00:00","javascript","14966"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12992"
"2013-05-01 00:00:00","python","7773"
"2013-05-01 00:00:00","r","1775"
"2013-05-01 00:00:00","ruby","2332"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2921"
"2013-06-01 00:00:00","c#","12695"
"2013-06-01 00:00:00","c++","6167"
"2013-06-01 00:00:00","delphi","473"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13815"
"2013-06-01 00:00:00","javascript","14494"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12607"
"2013-06-01 00:00:00","python","7560"
"2013-06-01 00:00:00","r","1760"
"2013-06-01 00:00:00","ruby","2216"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","295"
"2013-07-01 00:00:00","c","2989"
"2013-07-01 00:00:00","c#","14066"
"2013-07-01 00:00:00","c++","6543"
"2013-07-01 00:00:00","delphi","504"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15045"
"2013-07-01 00:00:00","javascript","16705"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14202"
"2013-07-01 00:00:00","python","8565"
"2013-07-01 00:00:00","r","1954"
"2013-07-01 00:00:00","ruby","2428"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2990"
"2013-08-01 00:00:00","c#","13750"
"2013-08-01 00:00:00","c++","6213"
"2013-08-01 00:00:00","delphi","447"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14928"
"2013-08-01 00:00:00","javascript","16725"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","php","14198"
"2013-08-01 00:00:00","python","7907"
"2013-08-01 00:00:00","r","1910"
"2013-08-01 00:00:00","ruby","2473"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","288"
"2013-09-01 00:00:00","c","3366"
"2013-09-01 00:00:00","c#","13654"
"2013-09-01 00:00:00","c++","6490"
"2013-09-01 00:00:00","delphi","485"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16119"
"2013-09-01 00:00:00","javascript","17570"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14110"
"2013-09-01 00:00:00","python","7917"
"2013-09-01 00:00:00","r","1702"
"2013-09-01 00:00:00","ruby","2378"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","375"
"2013-10-01 00:00:00","c","4213"
"2013-10-01 00:00:00","c#","15094"
"2013-10-01 00:00:00","c++","7912"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","java","18567"
"2013-10-01 00:00:00","javascript","19587"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","php","15178"
"2013-10-01 00:00:00","python","9436"
"2013-10-01 00:00:00","r","2079"
"2013-10-01 00:00:00","ruby","2781"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","416"
"2013-11-01 00:00:00","c","4249"
"2013-11-01 00:00:00","c#","14483"
"2013-11-01 00:00:00","c++","8064"
"2013-11-01 00:00:00","delphi","456"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18575"
"2013-11-01 00:00:00","javascript","18346"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14705"
"2013-11-01 00:00:00","python","9441"
"2013-11-01 00:00:00","r","2172"
"2013-11-01 00:00:00","ruby","2567"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","354"
"2013-12-01 00:00:00","c","3480"
"2013-12-01 00:00:00","c#","13531"
"2013-12-01 00:00:00","c++","6959"
"2013-12-01 00:00:00","delphi","447"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17305"
"2013-12-01 00:00:00","javascript","17905"
"2013-12-01 00:00:00","perl","761"
"2013-12-01 00:00:00","php","14256"
"2013-12-01 00:00:00","python","8396"
"2013-12-01 00:00:00","r","1901"
"2013-12-01 00:00:00","ruby","2429"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","337"
"2014-01-01 00:00:00","c","3708"
"2014-01-01 00:00:00","c#","15226"
"2014-01-01 00:00:00","c++","7633"
"2014-01-01 00:00:00","delphi","487"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18538"
"2014-01-01 00:00:00","javascript","20971"
"2014-01-01 00:00:00","perl","806"
"2014-01-01 00:00:00","php","16627"
"2014-01-01 00:00:00","python","9794"
"2014-01-01 00:00:00","r","2333"
"2014-01-01 00:00:00","ruby","2747"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3951"
"2014-02-01 00:00:00","c#","15028"
"2014-02-01 00:00:00","c++","7614"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19075"
"2014-02-01 00:00:00","javascript","21004"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16362"
"2014-02-01 00:00:00","python","9842"
"2014-02-01 00:00:00","r","2610"
"2014-02-01 00:00:00","ruby","2591"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","447"
"2014-03-01 00:00:00","c","4531"
"2014-03-01 00:00:00","c#","16056"
"2014-03-01 00:00:00","c++","8613"
"2014-03-01 00:00:00","delphi","439"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21763"
"2014-03-01 00:00:00","javascript","22496"
"2014-03-01 00:00:00","perl","906"
"2014-03-01 00:00:00","php","18147"
"2014-03-01 00:00:00","python","11356"
"2014-03-01 00:00:00","r","2787"
"2014-03-01 00:00:00","ruby","2937"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","359"
"2014-04-01 00:00:00","c","3971"
"2014-04-01 00:00:00","c#","15192"
"2014-04-01 00:00:00","c++","8072"
"2014-04-01 00:00:00","delphi","387"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20669"
"2014-04-01 00:00:00","javascript","21266"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17475"
"2014-04-01 00:00:00","python","10679"
"2014-04-01 00:00:00","r","2715"
"2014-04-01 00:00:00","ruby","2738"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","327"
"2014-05-01 00:00:00","c","3236"
"2014-05-01 00:00:00","c#","13797"
"2014-05-01 00:00:00","c++","6727"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17785"
"2014-05-01 00:00:00","javascript","19613"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14598"
"2014-05-01 00:00:00","python","9180"
"2014-05-01 00:00:00","r","2573"
"2014-05-01 00:00:00","ruby","2667"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","264"
"2014-06-01 00:00:00","c","2751"
"2014-06-01 00:00:00","c#","12385"
"2014-06-01 00:00:00","c++","5615"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15766"
"2014-06-01 00:00:00","javascript","18155"
"2014-06-01 00:00:00","perl","676"
"2014-06-01 00:00:00","php","12860"
"2014-06-01 00:00:00","python","8859"
"2014-06-01 00:00:00","r","2386"
"2014-06-01 00:00:00","ruby","2323"
"2014-06-01 00:00:00","swift","2381"
"2014-07-01 00:00:00","assembly","213"
"2014-07-01 00:00:00","c","2809"
"2014-07-01 00:00:00","c#","13565"
"2014-07-01 00:00:00","c++","6231"
"2014-07-01 00:00:00","delphi","442"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17235"
"2014-07-01 00:00:00","javascript","19976"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14155"
"2014-07-01 00:00:00","python","9860"
"2014-07-01 00:00:00","r","2621"
"2014-07-01 00:00:00","ruby","2547"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2666"
"2014-08-01 00:00:00","c#","12409"
"2014-08-01 00:00:00","c++","5841"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15609"
"2014-08-01 00:00:00","javascript","18320"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13098"
"2014-08-01 00:00:00","python","9070"
"2014-08-01 00:00:00","r","2458"
"2014-08-01 00:00:00","ruby","2454"
"2014-08-01 00:00:00","swift","1685"
"2014-09-01 00:00:00","assembly","275"
"2014-09-01 00:00:00","c","3212"
"2014-09-01 00:00:00","c#","12253"
"2014-09-01 00:00:00","c++","6143"
"2014-09-01 00:00:00","delphi","444"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16552"
"2014-09-01 00:00:00","javascript","17993"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13234"
"2014-09-01 00:00:00","python","8723"
"2014-09-01 00:00:00","r","2353"
"2014-09-01 00:00:00","ruby","2260"
"2014-09-01 00:00:00","swift","1891"
"2014-10-01 00:00:00","assembly","386"
"2014-10-01 00:00:00","c","3777"
"2014-10-01 00:00:00","c#","12468"
"2014-10-01 00:00:00","c++","6787"
"2014-10-01 00:00:00","delphi","408"
"2014-10-01 00:00:00","go","379"
"2014-10-01 00:00:00","java","17751"
"2014-10-01 00:00:00","javascript","18793"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13468"
"2014-10-01 00:00:00","python","9538"
"2014-10-01 00:00:00","r","2759"
"2014-10-01 00:00:00","ruby","2337"
"2014-10-01 00:00:00","swift","2453"
"2014-11-01 00:00:00","assembly","380"
"2014-11-01 00:00:00","c","3637"
"2014-11-01 00:00:00","c#","11790"
"2014-11-01 00:00:00","c++","6515"
"2014-11-01 00:00:00","delphi","423"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17694"
"2014-11-01 00:00:00","javascript","17870"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12920"
"2014-11-01 00:00:00","python","9521"
"2014-11-01 00:00:00","r","2694"
"2014-11-01 00:00:00","ruby","2106"
"2014-11-01 00:00:00","swift","2543"
"2014-12-01 00:00:00","assembly","322"
"2014-12-01 00:00:00","c","3138"
"2014-12-01 00:00:00","c#","11020"
"2014-12-01 00:00:00","c++","6037"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16247"
"2014-12-01 00:00:00","javascript","16883"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12228"
"2014-12-01 00:00:00","python","9005"
"2014-12-01 00:00:00","r","2349"
"2014-12-01 00:00:00","ruby","2139"
"2014-12-01 00:00:00","swift","2474"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3202"
"2015-01-01 00:00:00","c#","11698"
"2015-01-01 00:00:00","c++","6103"
"2015-01-01 00:00:00","delphi","377"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16453"
"2015-01-01 00:00:00","javascript","18434"
"2015-01-01 00:00:00","perl","588"
"2015-01-01 00:00:00","php","13521"
"2015-01-01 00:00:00","python","9650"
"2015-01-01 00:00:00","r","2673"
"2015-01-01 00:00:00","ruby","2417"
"2015-01-01 00:00:00","swift","3040"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c","3354"
"2015-02-01 00:00:00","c#","11748"
"2015-02-01 00:00:00","c++","6447"
"2015-02-01 00:00:00","delphi","413"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16674"
"2015-02-01 00:00:00","javascript","18570"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13449"
"2015-02-01 00:00:00","python","10165"
"2015-02-01 00:00:00","r","2957"
"2015-02-01 00:00:00","ruby","2254"
"2015-02-01 00:00:00","swift","3227"
"2015-03-01 00:00:00","assembly","381"
"2015-03-01 00:00:00","c","3905"
"2015-03-01 00:00:00","c#","13218"
"2015-03-01 00:00:00","c++","7363"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19665"
"2015-03-01 00:00:00","javascript","20434"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14840"
"2015-03-01 00:00:00","python","11546"
"2015-03-01 00:00:00","r","3553"
"2015-03-01 00:00:00","ruby","2452"
"2015-03-01 00:00:00","swift","3583"
"2015-04-01 00:00:00","assembly","434"
"2015-04-01 00:00:00","c","3942"
"2015-04-01 00:00:00","c#","13041"
"2015-04-01 00:00:00","c++","7118"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","go","387"
"2015-04-01 00:00:00","java","19711"
"2015-04-01 00:00:00","javascript","20826"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14893"
"2015-04-01 00:00:00","python","11386"
"2015-04-01 00:00:00","r","3314"
"2015-04-01 00:00:00","ruby","2498"
"2015-04-01 00:00:00","swift","4002"
"2015-05-01 00:00:00","assembly","366"
"2015-05-01 00:00:00","c","3512"
"2015-05-01 00:00:00","c#","13316"
"2015-05-01 00:00:00","c++","6791"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18466"
"2015-05-01 00:00:00","javascript","22052"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14494"
"2015-05-01 00:00:00","python","11180"
"2015-05-01 00:00:00","r","3417"
"2015-05-01 00:00:00","ruby","2498"
"2015-05-01 00:00:00","swift","3784"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3159"
"2015-06-01 00:00:00","c#","13489"
"2015-06-01 00:00:00","c++","6503"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17781"
"2015-06-01 00:00:00","javascript","22531"
"2015-06-01 00:00:00","perl","569"
"2015-06-01 00:00:00","php","14290"
"2015-06-01 00:00:00","python","11765"
"2015-06-01 00:00:00","r","3416"
"2015-06-01 00:00:00","ruby","2570"
"2015-06-01 00:00:00","swift","4314"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2804"
"2015-07-01 00:00:00","c#","14071"
"2015-07-01 00:00:00","c++","6687"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18612"
"2015-07-01 00:00:00","javascript","23868"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15292"
"2015-07-01 00:00:00","python","12282"
"2015-07-01 00:00:00","r","3979"
"2015-07-01 00:00:00","ruby","2578"
"2015-07-01 00:00:00","swift","5133"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2568"
"2015-08-01 00:00:00","c#","13195"
"2015-08-01 00:00:00","c++","5859"
"2015-08-01 00:00:00","delphi","385"
"2015-08-01 00:00:00","go","447"
"2015-08-01 00:00:00","java","17033"
"2015-08-01 00:00:00","javascript","22089"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14174"
"2015-08-01 00:00:00","python","11195"
"2015-08-01 00:00:00","r","3492"
"2015-08-01 00:00:00","ruby","2309"
"2015-08-01 00:00:00","swift","5072"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3080"
"2015-09-01 00:00:00","c#","12897"
"2015-09-01 00:00:00","c++","5901"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","419"
"2015-09-01 00:00:00","java","16888"
"2015-09-01 00:00:00","javascript","21326"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13458"
"2015-09-01 00:00:00","python","10935"
"2015-09-01 00:00:00","r","3322"
"2015-09-01 00:00:00","ruby","2153"
"2015-09-01 00:00:00","swift","4534"
"2015-10-01 00:00:00","assembly","428"
"2015-10-01 00:00:00","c","3668"
"2015-10-01 00:00:00","c#","12765"
"2015-10-01 00:00:00","c++","7030"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","425"
"2015-10-01 00:00:00","java","18477"
"2015-10-01 00:00:00","javascript","21736"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13834"
"2015-10-01 00:00:00","python","12452"
"2015-10-01 00:00:00","r","3671"
"2015-10-01 00:00:00","ruby","2186"
"2015-10-01 00:00:00","swift","4287"
"2015-11-01 00:00:00","assembly","401"
"2015-11-01 00:00:00","c","3603"
"2015-11-01 00:00:00","c#","12339"
"2015-11-01 00:00:00","c++","7074"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17702"
"2015-11-01 00:00:00","javascript","21178"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13232"
"2015-11-01 00:00:00","python","12255"
"2015-11-01 00:00:00","r","3531"
"2015-11-01 00:00:00","ruby","1953"
"2015-11-01 00:00:00","swift","4307"
"2015-12-01 00:00:00","assembly","351"
"2015-12-01 00:00:00","c","3083"
"2015-12-01 00:00:00","c#","12105"
"2015-12-01 00:00:00","c++","6544"
"2015-12-01 00:00:00","delphi","315"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16485"
"2015-12-01 00:00:00","javascript","21005"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13652"
"2015-12-01 00:00:00","python","11618"
"2015-12-01 00:00:00","r","3176"
"2015-12-01 00:00:00","ruby","2026"
"2015-12-01 00:00:00","swift","4361"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c","3034"
"2016-01-01 00:00:00","c#","12326"
"2016-01-01 00:00:00","c++","6087"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16562"
"2016-01-01 00:00:00","javascript","22430"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14473"
"2016-01-01 00:00:00","python","12313"
"2016-01-01 00:00:00","r","3525"
"2016-01-01 00:00:00","ruby","2140"
"2016-01-01 00:00:00","swift","4768"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c","3267"
"2016-02-01 00:00:00","c#","12695"
"2016-02-01 00:00:00","c++","6536"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17775"
"2016-02-01 00:00:00","javascript","22379"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14818"
"2016-02-01 00:00:00","python","13215"
"2016-02-01 00:00:00","r","3576"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4737"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3431"
"2016-03-01 00:00:00","c#","13555"
"2016-03-01 00:00:00","c++","6995"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","592"
"2016-03-01 00:00:00","java","19792"
"2016-03-01 00:00:00","javascript","23982"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15025"
"2016-03-01 00:00:00","python","14027"
"2016-03-01 00:00:00","r","4036"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5056"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3347"
"2016-04-01 00:00:00","c#","13661"
"2016-04-01 00:00:00","c++","6872"
"2016-04-01 00:00:00","delphi","326"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19398"
"2016-04-01 00:00:00","javascript","23351"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14366"
"2016-04-01 00:00:00","python","13591"
"2016-04-01 00:00:00","r","4116"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4735"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2714"
"2016-05-01 00:00:00","c#","13453"
"2016-05-01 00:00:00","c++","6112"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","577"
"2016-05-01 00:00:00","java","16936"
"2016-05-01 00:00:00","javascript","22890"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14343"
"2016-05-01 00:00:00","python","13066"
"2016-05-01 00:00:00","r","3788"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4396"
"2016-06-01 00:00:00","assembly","289"
"2016-06-01 00:00:00","c","2292"
"2016-06-01 00:00:00","c#","13015"
"2016-06-01 00:00:00","c++","5693"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","546"
"2016-06-01 00:00:00","java","15863"
"2016-06-01 00:00:00","javascript","22058"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13542"
"2016-06-01 00:00:00","python","12867"
"2016-06-01 00:00:00","r","3852"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","swift","4780"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2341"
"2016-07-01 00:00:00","c#","11944"
"2016-07-01 00:00:00","c++","5446"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14879"
"2016-07-01 00:00:00","javascript","22093"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12832"
"2016-07-01 00:00:00","python","12774"
"2016-07-01 00:00:00","r","3740"
"2016-07-01 00:00:00","ruby","1895"
"2016-07-01 00:00:00","swift","4914"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2201"
"2016-08-01 00:00:00","c#","12683"
"2016-08-01 00:00:00","c++","5003"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","567"
"2016-08-01 00:00:00","java","15132"
"2016-08-01 00:00:00","javascript","22571"
"2016-08-01 00:00:00","perl","460"
"2016-08-01 00:00:00","php","12823"
"2016-08-01 00:00:00","python","12874"
"2016-08-01 00:00:00","r","3778"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","swift","4887"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2499"
"2016-09-01 00:00:00","c#","11061"
"2016-09-01 00:00:00","c++","5122"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14589"
"2016-09-01 00:00:00","javascript","20345"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12049"
"2016-09-01 00:00:00","python","12297"
"2016-09-01 00:00:00","r","3299"
"2016-09-01 00:00:00","ruby","1919"
"2016-09-01 00:00:00","swift","4840"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c","3197"
"2016-10-01 00:00:00","c#","11422"
"2016-10-01 00:00:00","c++","5952"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","529"
"2016-10-01 00:00:00","java","15254"
"2016-10-01 00:00:00","javascript","20353"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12167"
"2016-10-01 00:00:00","python","13462"
"2016-10-01 00:00:00","r","3770"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4720"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3253"
"2016-11-01 00:00:00","c#","11615"
"2016-11-01 00:00:00","c++","6048"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15589"
